,企业信誉级别,企业代号,month,价税总额,大单交易额,大单交易额增长率,退款总额,退款总额增长率,退款大单交易额（不用）,数量
0,,E1,1,324215052.1,319306064.2,0.502925177,-27524876.83,0.00151136,-27266561.38,155
1,,E1,2,163617903,160587059,3.987873472,-41600,317.7842546,0,93
2,,E1,3,644006626.8,640400872.6,0.410964189,-13219824.99,0.811558484,-13147427.15,146
3,,E1,4,265918233.8,263181825.4,1.385212519,-10728661.13,0.68745423,-10647262.53,127
4,,E1,5,367947537,364562759.2,1.039750684,-7375463.48,1.491949756,-7325463.48,139
5,,E1,6,381823298.8,379054378.3,0.822044508,-11003820.94,0.471568198,-11003820.94,152
6,,E1,7,315474351.6,311599570,1.13553607,-5189052.01,0.607035253,-5074720.01,168
7,,E1,8,358459044.6,353832551,1.871060514,-3149937.5,6.354181345,-2732223.5,165
8,,E1,9,667043651.9,662042114.9,0.54906182,-20015274.1,1.626247251,-19797293.1,164
9,,E1,10,370309951.6,363502048.2,1.586618561,-32549784.49,0.563904535,-32488168.49,174
10,,E1,11,583539003.8,576739096.6,0.60600227,-18354971.09,0.06100659,-18334477.09,178
11,,E1,12,356457289.7,349505201.8,0.555150871,-1119774.2,0,-1004728.7,206
12,,E10,1,194927405.6,194028117.3,0.101506646,0,,0,17
13,,E10,2,19695143.32,19695143.32,0.134460207,0,,0,8
14,,E10,3,2648213.05,2648213.05,0.735517484,-600000,,-600000,4
15,,E10,4,2067807,1947807,3.949035372,0,,0,3
16,,E10,5,7691958.74,7691958.74,1.954940384,0,,0,7
17,,E10,6,15037320.77,15037320.77,0.995679456,0,,0,11
18,,E10,7,15054688.52,14972351.36,2.346377378,0,,0,9
19,,E10,8,35339024.14,35130786.52,0.447268405,-472379.04,,-472379.04,12
20,,E10,9,15822471.85,15712890.85,0.864640259,0,,0,10
21,,E10,10,13645998.01,13585998.01,3.074996839,0,,0,9
22,,E10,11,41971900.94,41776900.94,0.40000327,0,,0,13
23,,E10,12,16796618.98,16710896.98,0,0,,0,9
24,,E100,1,72511,0,0,0,,0,5
25,,E100,2,13249.51,0,0,0,,0,3
26,,E100,3,48041,0,0,-4978.51,,0,4
27,,E100,4,66602.85,0,0,0,,0,4
28,,E100,5,29950.18,0,0,-34413,,0,4
29,,E100,6,64223.54,0,0,0,,0,4
30,,E100,7,74470.02,0,0,0,,0,2
31,,E100,8,255760.3,0,0,-48687.59,,0,4
32,,E100,9,4100,0,0,-15855,,0,2
33,,E100,10,18178.38,0,0,0,,0,4
34,,E100,11,7617.4,0,0,0,,0,2
35,,E100,12,56785.03,0,0,-24498,,0,4
36,,E101,4,82376,0,0,0,,0,1
37,,E101,6,522480.69,0,0,0,,0,2
38,,E101,11,121108.72,0,0,0,,0,1
39,,E102,1,47762.02,0,0,-31448.6,,0,12
40,,E102,2,14180.7,0,0,0,,0,14
41,,E102,3,33108.68,0,0,0,,0,7
42,,E102,4,7167.8,0,0,0,,0,3
43,,E102,5,88200.2,0,0,0,,0,16
44,,E102,6,19936.8,0,0,0,,0,3
45,,E102,7,69292.76,0,0,0,,0,8
46,,E102,8,39175.45,0,0,0,,0,7
47,,E102,9,28955.3,0,0,0,,0,10
48,,E102,10,4261.06,0,0,0,,0,10
49,,E102,11,69881.24,0,0,0,,0,26
50,,E102,12,43089,0,0,0,,0,2
51,,E103,1,23140.3,0,0,-7130,,0,3
52,,E103,2,226300,0,0,0,,0,2
53,,E103,3,247245.15,0,0,-7245.15,,0,2
54,,E103,5,112543.99,0,0,0,,0,2
55,,E103,6,20000,0,0,0,,0,1
56,,E103,7,125117.35,0,0,0,,0,2
57,,E103,8,19957.7,0,0,0,,0,3
58,,E103,9,7967,0,0,0,,0,1
59,,E103,10,43974.47,0,0,0,,0,3
60,,E103,11,124238.61,0,0,0,,0,3
61,,E103,12,1134785.17,0,0,0,,0,10
62,,E104,1,22230,0,0,0,,0,3
63,,E104,3,56000,0,0,0,,0,1
64,,E104,4,3000,0,0,0,,0,1
65,,E104,5,7000,0,0,0,,0,1
66,,E104,6,60200,0,0,0,,0,1
67,,E104,8,0,0,0,-60200,,0,1
68,,E104,9,29500,0,0,0,,0,1
69,,E104,11,80000,0,0,0,,0,2
70,,E104,12,32600,0,0,0,,0,2
71,,E105,1,162455.94,0,0,0,,0,20
72,,E105,2,72840,0,0,0,,0,9
73,,E105,3,61182,0,0,0,,0,6
74,,E105,4,30899.4,0,0,0,,0,3
75,,E105,5,58354,0,0,0,,0,8
76,,E105,6,40000,0,0,-10022,,0,8
77,,E105,7,29437.4,0,0,0,,0,4
78,,E105,8,20579.8,0,0,0,,0,2
79,,E105,9,127288.42,0,0,0,,0,4
80,,E105,10,93935.5,0,0,-7009,,0,6
81,,E105,11,74065.2,0,0,0,,0,7
82,,E105,12,191921.23,0,0,-9990.29,,0,25
83,,E106,1,74100,0,0,0,,0,9
84,,E106,2,53300,0,0,-19200,,0,7
85,,E106,3,18060,0,0,0,,0,5
86,,E106,4,17950,0,0,0,,0,6
87,,E106,5,34745,0,0,0,,0,11
88,,E106,6,48100,0,0,0,,0,8
89,,E106,7,75910,0,0,0,,0,23
90,,E106,8,91100,0,0,0,,0,8
91,,E106,9,34620,0,0,0,,0,5
92,,E106,10,56912.86,0,0,0,,0,12
93,,E106,11,72700,0,0,-400,,0,9
94,,E106,12,81700,0,0,-3000,,0,14
95,,E107,1,43500,0,0,0,,0,1
96,,E107,3,83500,0,0,0,,0,1
97,,E107,5,53500,0,0,0,,0,1
98,,E107,6,70000,0,0,0,,0,1
99,,E107,8,63500,0,0,0,,0,1
100,,E107,9,0,0,0,0,,0,1
101,,E107,10,600000,0,0,0,,0,1
102,,E107,11,25500,0,0,0,,0,1
103,,E108,5,39053,0,0,-1,,0,11
104,,E108,9,43900,0,0,0,,0,4
105,,E108,12,114262.26,0,0,0,,0,6
106,,E109,1,304464,0,0,0,,0,4
107,,E109,3,16020,0,0,0,,0,1
108,,E109,4,12030,0,0,0,,0,2
109,,E109,6,4620,0,0,0,,0,1
110,,E109,7,29566,0,0,0,,0,4
111,,E109,10,26674,0,0,0,,0,3
112,,E109,11,248015,0,0,0,,0,4
113,,E109,12,41654,0,0,0,,0,2
114,,E11,1,26838114.88,3150000,0,0,,0,4
115,,E11,2,5088161.1,0,0,0,,0,2
116,,E11,3,3063959.56,0,0,0,,0,2
117,,E11,4,11103681.49,0,0,0,,0,3
118,,E11,5,19259410.27,0,0,0,,0,3
119,,E11,6,19727018,15485254.36,0.722461759,0,,0,3
120,,E11,7,11279472.84,11187504.1,0.551906277,0,,0,3
121,,E11,8,14565265.66,6174453.74,1.941476228,0,,0,2
122,,E11,9,16987555.16,11987555.16,0.485503501,-100000,,0,3
123,,E11,10,10140863.23,5820000,0.904172285,0,,0,3
124,,E11,11,14029348.12,5262282.7,1.919319158,0,,0,3
125,,E11,12,14898949.4,10100000,0,0,,0,43
126,,E110,1,48324.02,0,0,0,,0,3
127,,E110,2,20321,0,0,0,,0,9
128,,E110,3,5788.66,0,0,0,,0,1
129,,E110,4,16236.78,0,0,0,,0,1
130,,E110,5,21126.63,0,0,0,,0,5
131,,E110,6,1440,0,0,0,,0,3
132,,E110,7,10498,0,0,0,,0,5
133,,E110,8,37256,0,0,0,,0,4
134,,E110,9,280,0,0,0,,0,1
135,,E110,10,49583,0,0,0,,0,6
136,,E110,11,27006,0,0,0,,0,6
137,,E110,12,37545.11,0,0,0,,0,8
138,,E111,1,-32759.8,0,0,-1283500,,0,5
139,,E111,2,34048.5,0,0,-359000,,0,5
140,,E111,3,85719.8,0,0,0,,0,3
141,,E111,4,273312,0,0,-5148.2,,0,4
142,,E111,5,243981,0,0,0,,0,5
143,,E111,6,447792,0,0,0,,0,4
144,,E111,7,105969,0,0,0,,0,4
145,,E111,8,87605.4,0,0,-404550,,0,9
146,,E111,9,124430.2,0,0,0,,0,4
147,,E111,10,77005.8,0,0,0,,0,5
148,,E111,11,68774.2,0,0,-14800,,0,5
149,,E111,12,151717.1,0,0,-20600,,0,4
150,,E112,3,77151.67,0,0,0,,0,1
151,,E112,4,38251.34,0,0,0,,0,1
152,,E112,5,550390.8,0,0,0,,0,1
153,,E112,6,199879.49,0,0,0,,0,1
154,,E112,7,196929.85,0,0,0,,0,1
155,,E112,10,246663.72,109289.78,1.984417939,-99305.53,,0,1
156,,E112,11,216876.6,216876.6,0,0,,0,1
157,,E112,12,152172.72,0,0,0,,0,2
158,,E113,1,196000,0,0,0,,0,1
159,,E113,3,11200,0,0,0,,0,1
160,,E113,8,33500,0,0,0,,0,1
161,,E113,9,100000,0,0,0,,0,1
162,,E114,1,63272,0,0,0,,0,5
163,,E114,2,25488,0,0,0,,0,2
164,,E114,3,18478,0,0,0,,0,3
165,,E114,4,51504,0,0,0,,0,7
166,,E114,5,5098,0,0,0,,0,2
167,,E114,6,4680,0,0,0,,0,3
168,,E114,7,11496,0,0,0,,0,4
169,,E114,8,6394,0,0,0,,0,1
170,,E114,9,18533,0,0,0,,0,4
171,,E114,10,26848.63,0,0,0,,0,4
172,,E114,11,8524,0,0,0,,0,3
173,,E114,12,21146.01,0,0,-4724,,0,5
174,,E115,9,79200,0,0,0,,0,3
175,,E115,10,12000,0,0,0,,0,1
176,,E115,11,17000,0,0,0,,0,1
177,,E116,1,8640,0,0,0,,0,1
178,,E116,4,60492.2,0,0,0,,0,3
179,,E116,5,8190,0,0,0,,0,4
180,,E116,6,36323,0,0,0,,0,4
181,,E116,7,20157,0,0,0,,0,3
182,,E116,9,67797.12,0,0,0,,0,6
183,,E116,11,9356,0,0,0,,0,2
184,,E116,12,54100,0,0,0,,0,3
185,,E117,1,116688,0,0,0,,0,1
186,,E117,2,72592,0,0,0,,0,1
187,,E117,3,29952,0,0,0,,0,1
188,,E117,4,71968,0,0,0,,0,1
189,,E117,5,21424,0,0,0,,0,1
190,,E117,6,22464,0,0,0,,0,1
191,,E117,7,24544,0,0,0,,0,1
192,,E117,8,22464,0,0,0,,0,1
193,,E117,12,336848,0,0,0,,0,1
194,,E118,1,21541,0,0,0,,0,16
195,,E118,2,70011,0,0,0,,0,3
196,,E118,3,15929,0,0,0,,0,11
197,,E118,4,36695.82,0,0,0,,0,15
198,,E118,5,28453.58,0,0,0,,0,10
199,,E118,6,19955.8,0,0,0,,0,15
200,,E118,7,25808,0,0,0,,0,12
201,,E118,8,4308,0,0,0,,0,3
202,,E118,9,1447,0,0,0,,0,2
203,,E118,10,15686,0,0,-517,,0,9
204,,E118,11,59653,0,0,0,,0,8
205,,E118,12,23287,0,0,0,,0,23
206,,E119,6,3502,0,0,0,,0,3
207,,E119,7,7200,0,0,0,,0,3
208,,E119,8,16880,0,0,0,,0,8
209,,E119,9,7200,0,0,0,,0,3
210,,E119,10,2460,0,0,0,,0,1
211,,E119,11,0,0,0,0,,0,2
212,,E12,1,100931871.8,100831871.8,0.375753909,0,,0,5
213,,E12,2,37987970,37887970,0.306335685,-1000000,,-1000000,2
214,,E12,3,11606437.25,11606437.25,0.211257524,0,,0,1
215,,E12,4,2451947.2,2451947.2,7.096400771,0,,0,1
216,,E12,5,17400000,17400000,0.06816092,0,,0,2
217,,E12,6,1186000,1186000,1.686340641,0,,0,1
218,,E12,7,2000000,2000000,22.26144083,0,,0,1
219,,E12,8,44522881.66,44522881.66,0.134786527,0,,0,4
220,,E12,9,6001084.58,6001084.58,0.066654618,0,,0,1
221,,E12,10,400000,400000,97.737,0,,0,1
222,,E12,12,39094800,39094800,0,0,,0,3
223,,E120,3,2400,0,0,0,,0,21
224,,E120,5,38000,0,0,0,,0,1
225,,E120,6,12250,0,0,0,,0,1
226,,E120,10,78000,0,0,0,,0,1
227,,E120,11,64004,0,0,0,,0,3
228,,E120,12,1739.42,0,0,0,,0,1
229,,E121,1,5552.11,0,0,0,,0,10
230,,E121,2,3018.48,0,0,0,,0,6
231,,E121,3,11170.33,0,0,0,,0,12
232,,E121,4,9057,0,0,0,,0,10
233,,E121,5,3494.82,0,0,0,,0,7
234,,E121,6,6171.58,0,0,0,,0,8
235,,E121,7,4479.89,0,0,0,,0,7
236,,E121,8,13352.49,0,0,0,,0,20
237,,E121,9,21844.48,0,0,0,,0,17
238,,E121,10,9465.24,0,0,0,,0,13
239,,E121,11,17661.02,0,0,0,,0,11
240,,E121,12,12525.32,0,0,0,,0,17
241,,E122,1,3216.02,0,0,0,,0,9
242,,E122,2,188.98,0,0,0,,0,1
243,,E122,3,6671.42,0,0,0,,0,11
244,,E122,4,15295.42,0,0,0,,0,7
245,,E122,5,10503.91,0,0,0,,0,6
246,,E122,6,7829.04,0,0,0,,0,8
247,,E122,7,1538.83,0,0,0,,0,5
248,,E122,8,7021.5,0,0,-248,,0,12
249,,E122,9,283.86,0,0,0,,0,1
250,,E122,10,24159.92,0,0,-1802,,0,13
251,,E122,11,3476.47,0,0,0,,0,11
252,,E122,12,7303.69,0,0,0,,0,10
253,,E123,1,439.5,0,0,0,,0,1
254,,E123,3,4415.5,0,0,0,,0,1
255,,E123,4,40506,0,0,0,,0,1
256,,E123,5,147181,0,0,0,,0,3
257,,E123,6,524,0,0,0,,0,1
258,,E123,7,1875,0,0,0,,0,1
259,,E123,8,19332.2,0,0,0,,0,2
260,,E123,11,0,0,0,0,,0,2
261,,E123,12,52895,0,0,0,,0,3
262,,E13,1,17510600.94,11480328.42,0.701537139,-25773.5,,0,517
263,,E13,2,12604821.69,8053876.75,2.060219342,-5350,,0,385
264,,E13,3,22387377.5,16592752.66,0.730891014,-56228,,0,488
265,,E13,4,17451456.88,12127493.81,0.66411152,-82545,,0,418
266,,E13,5,13228756.37,8054008.35,1.763572063,-257039.38,,0,459
267,,E13,6,18744252.86,14203824.12,0.308237092,-72428.5,,0,382
268,,E13,7,9818265.02,4378145.44,3.72232126,-388576,,-350600,377
269,,E13,8,22648664.94,16296863.85,0.706407288,-339478.1,,-179900,446
270,,E13,9,16532193.93,11512223.4,2.599125886,-2365887.8,,-2270000,382
271,,E13,10,34583199.64,29921717.85,0.795201103,-151672.6,,0,431
272,,E13,11,29524262.44,23793783.05,2.274009926,-667041,,-455800,381
273,,E13,12,60418842.43,54107298.83,0.351333876,-54822.35,,0,364
274,,E14,1,24766331.8,19009727,0.433760464,-739150,,-715250,178
275,,E14,2,10536295,8245668,1.609862132,-40190,,0,89
276,,E14,3,19203734.67,13274388.67,1.343541219,-37144,,0,186
277,,E14,4,21966302.62,17834688.33,0.569140665,-383804.67,,-259799.67,168
278,,E14,5,15917458.86,10150446.37,1.185326172,-176600,,0,166
279,,E14,6,18009917.66,12031589.74,1.313384685,-119280,,0,164
280,,E14,7,20832142.7,15802105.7,1.020009731,-156710,,-156710,162
281,,E14,8,22222902.94,16118301.59,0.947662129,-33060,,0,176
282,,E14,9,21698324.73,15274704,1.159193703,-262470,,-167900,198
283,,E14,10,22708601.41,17706340.69,1.611185732,-36000,,0,194
284,,E14,11,36198407.64,28528203.49,0.857648079,-444355,,-291000,203
285,,E14,12,30916966.62,24467158.92,0,-178455,,-112920,209
286,,E15,1,27793515.41,0,0,0,,0,2
287,,E15,3,8687619.7,0,0,0,,0,2
288,,E15,4,8001736.92,0,0,0,,0,1
289,,E15,5,7792069.7,0,0,0,,0,2
290,,E15,6,31238169.98,0,0,0,,0,2
291,,E15,7,20380770.81,0,0,0,,0,2
292,,E15,8,26041961.38,0,0,0,,0,2
293,,E15,9,14176607.08,0,0,0,,0,2
294,,E15,10,22738651,0,0,0,,0,2
295,,E15,11,3945919,0,0,0,,0,1
296,,E15,12,63382392.03,0,0,0,,0,2
297,,E16,1,23421338.08,23195588.08,0.637414037,0,,0,15
298,,E16,2,14905193.43,14785193.43,0.13774937,0,,0,11
299,,E16,3,2353206.08,2036651.08,4.927025271,0,,0,7
300,,E16,4,10094631.34,10034631.34,3.178982915,0,,0,9
301,,E16,5,32019921.59,31899921.59,0.361529376,0,,0,10
302,,E16,6,11888566.75,11532758.75,0.549171302,0,,0,8
303,,E16,7,6715924.29,6333460.14,3.258770613,0,,0,7
304,,E16,8,20761293.78,20639293.78,0.286237198,0,,0,9
305,,E16,9,6288500.62,5907733.62,6.000127042,0,,0,14
306,,E16,10,35567152.25,35447152.25,0.533888074,0,,0,15
307,,E16,11,19350941.04,18924811.86,2.859295014,0,,0,16
308,,E16,12,54657966.19,54111620.19,0.453334671,0,,0,27
309,,E17,1,25968231.47,24530673.55,0.477416281,0,,0,50
310,,E17,2,11752672.94,11711342.94,0.989279676,-1467039.7,,-1388039.7,20
311,,E17,3,11873703.5,11585793.55,1.03233611,0,,0,19
312,,E17,4,12160078.63,11960433.04,1.378244712,0,,0,16
313,,E17,5,16992496.55,16484403.59,0.616045466,0,,0,25
314,,E17,6,11084087.43,10155142.09,2.606957132,-133153.34,,-133153.34,25
315,,E17,7,27574364.27,26474020.1,0.873540882,0,,0,32
316,,E17,8,23761039.86,23126138.86,0.858250682,-72960,,0,37
317,,E17,9,20677837.96,19848024.46,0.56519157,0,,0,42
318,,E17,10,11830566.1,11217936.1,0.738805875,-1387900.44,,-1344099,38
319,,E17,11,9268808.82,8287877.1,2.053957092,-3000,,0,35
320,,E17,12,18684983.35,17022943.95,2.96581514,-344099,,-344099,50
321,,E18,1,50785471.9,50486904.9,0.110609985,0,,0,22
322,,E18,2,5615115.44,5584355.81,1.621180596,0,,0,4
323,,E18,3,9446757.18,9053249.28,1.14407122,-320000,,-320000,13
324,,E18,4,10451823.41,10357561.95,1.701389071,-750040.1,,-750040.1,11
325,,E18,5,17722242.7,17622242.7,0.990059842,0,,0,11
326,,E18,6,17554871.25,17447074.82,1.239694581,0,,0,13
327,,E18,7,21888819.26,21629044.11,0.639269327,0,,0,12
328,,E18,8,13926784.48,13826784.48,1.15943568,0,,0,8
329,,E18,9,16307499.86,16031267.26,1.045873105,0,,0,10
330,,E18,10,17166864.91,16766671.27,0.902638452,0,,0,12
331,,E18,11,15204242.2,15134242.2,1.408566457,0,,0,10
332,,E18,12,21404045.88,21317585.92,0.631746938,0,,0,18
333,,E19,1,24390008.08,13467319.62,0.369303444,-187891.4,,0,115
334,,E19,2,8703741.32,4973527.52,1.949202953,-924850.01,,-786409.65,48
335,,E19,3,19793696.64,9694414.53,1.19125603,-186883.83,,0,110
336,,E19,4,20144146.52,11548529.77,0.499639105,-415653.7,,0,114
337,,E19,5,14072601.83,5770097.08,1.537618993,0,,0,86
338,,E19,6,19924452.95,8872210.86,1.073716146,-115940,,-115940,106
339,,E19,7,18674152.01,9526236.05,1.358689838,-1518418.13,,-1153791.58,89
340,,E19,8,22129946.54,12943200.12,0.947043683,-6200,,0,100
341,,E19,9,20576755.67,12257775.91,0.79054447,-837721.06,,-437548,90
342,,E19,10,16714159.42,9690316.96,0.974736532,-38155.6,,0,101
343,,E19,11,21903255.22,9445505.95,1.386423162,-663799.78,,-437548,111
344,,E19,12,23812737.34,13095468.23,0,-23839.5,,0,118
345,,E2,1,148932074.1,0,0,-3556728.6,,0,413
346,,E2,2,17179612.76,0,0,-752932,,0,117
347,,E2,3,24705411.63,0,0,-611905,,0,223
348,,E2,4,22171288.86,0,0,-124740.53,,0,231
349,,E2,5,32229684.25,0,0,-1277712,,0,268
350,,E2,6,62829734.77,0,0,-1165445.46,,0,307
351,,E2,7,62799965.77,0,0,-581626.5,,0,275
352,,E2,8,43156547.54,0,0,-1100769.18,,0,289
353,,E2,9,45899617.01,0,0,-1069784,,0,263
354,,E2,10,47608207.33,0,0,-2253811,,0,239
355,,E2,11,79723280.16,0,0,-5133663.02,,0,330
356,,E2,12,107472762.6,0,0,-2611643.78,,0,373
357,,E20,1,14861758.97,14508830.99,1.176872217,0,,0,5
358,,E20,2,17791350.62,17075040.1,0.250540776,0,,0,4
359,,E20,3,5170752.2,4277993.8,2.650590316,0,,0,3
360,,E20,4,11783835.21,11339208.94,1.328087429,0,,0,4
361,,E20,5,15419903.48,15059460.85,1.389030538,0,,0,5
